Date : 2023-10-20 11:36:25
Directory : c:\Users\seanh\OneDrive\Aether
Total : 781 files,  194128 codes, 60777 comments, 32007 blanks, all 286912 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\dir_util.py                                  | Python           |        113 |         68 |         30 |        211 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\dist.py                                      | Python           |        728 |        347 |        183 |      1,258 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\errors.py                                    | Python           |         30 |         48 |         20 |         98 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\extension.py                                 | Python           |        123 |         95 |         23 |        241 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\fancy_getopt.py                              | Python           |        245 |        144 |         69 |        458 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\file_util.py                                 | Python           |        142 |         63 |         34 |        239 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\filelist.py                                  | Python           |        200 |        105 |         51 |        356 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\log.py                                       | Python           |         56 |          5 |         17 |         78 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\msvc9compiler.py                             | Python           |        545 |        153 |         91 |        789 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\msvccompiler.py                              | Python           |        455 |        108 |         81 |        644 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\py35compat.py                                | Python           |         13 |          2 |          5 |         20 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\py38compat.py                                | Python           |          7 |          0 |          1 |          8 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\spawn.py                                     | Python           |         56 |         34 |         17 |        107 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\sysconfig.py                                 | Python           |        343 |        159 |         72 |        574 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\text_file.py                                 | Python           |        119 |        134 |         34 |        287 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\unixccompiler.py                             | Python           |        190 |        103 |         40 |        333 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\util.py                                      | Python           |        318 |        210 |         89 |        617 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\version.py                                   | Python           |        112 |        185 |         51 |        348 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_distutils\versionpredicate.py                          | Python           |         62 |         90 |         15 |        167 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_imp.py                                                 | Python           |         61 |          5 |         17 |         83 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\__init__.py                                     | Python           |          0 |          0 |          1 |          1 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\more_itertools\__init__.py                      | Python           |          3 |          0 |          2 |          5 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\more_itertools\more.py                          | Python           |      1,414 |      2,016 |        396 |      3,826 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\more_itertools\recipes.py                       | Python           |        195 |        355 |         71 |        621 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\ordered_set.py                                  | Python           |        159 |        292 |         38 |        489 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\packaging\__about__.py                          | Python           |         19 |          3 |          6 |         28 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\packaging\__init__.py                           | Python           |         21 |          3 |          3 |         27 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\packaging\_compat.py                            | Python           |         16 |         12 |         11 |         39 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\packaging\_structures.py                        | Python           |         41 |         21 |         25 |         87 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\packaging\_typing.py                            | Python           |         10 |         35 |          4 |         49 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\packaging\markers.py                            | Python           |        208 |         46 |         75 |        329 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\packaging\requirements.py                       | Python           |         92 |         21 |         33 |        146 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\packaging\specifiers.py                         | Python           |        383 |        327 |        154 |        864 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\packaging\tags.py                               | Python           |        466 |        177 |        109 |        752 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\packaging\utils.py                              | Python           |         29 |         18 |         19 |         66 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\packaging\version.py                            | Python           |        285 |        140 |        111 |        536 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\_vendor\pyparsing.py                                    | Python           |      2,835 |      2,367 |        541 |      5,743 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\archive_util.py                                         | Python           |        120 |         49 |         37 |        206 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\build_meta.py                                           | Python           |        160 |         68 |         54 |        282 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\__init__.py                                     | Python           |          6 |          0 |          3 |          9 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\alias.py                                        | Python           |         60 |          2 |         17 |         79 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\bdist_egg.py                                    | Python           |        337 |         43 |         77 |        457 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\bdist_rpm.py                                    | Python           |         18 |          8 |          6 |         32 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\build_clib.py                                   | Python           |         64 |         27 |         11 |        102 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\build_ext.py                                    | Python           |        257 |         33 |         39 |        329 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\build_py.py                                     | Python           |        181 |         36 |         36 |        253 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\develop.py                                      | Python           |        144 |         36 |         37 |        217 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\dist_info.py                                    | Python           |         22 |          4 |         11 |         37 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\easy_install.py                                 | Python           |      1,536 |        465 |        290 |      2,291 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\egg_info.py                                     | Python           |        488 |        129 |        118 |        735 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\install.py                                      | Python           |         84 |         20 |         22 |        126 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\install_egg_info.py                             | Python           |         46 |          5 |         12 |         63 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\install_lib.py                                  | Python           |         72 |         27 |         24 |        123 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\install_scripts.py                              | Python           |         53 |          6 |         11 |         70 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\launcher manifest.xml                           | XML              |         14 |          1 |          1 |         16 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\py36compat.py                                   | Python           |         79 |         39 |         17 |        135 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\register.py                                     | Python           |         11 |          1 |          7 |         19 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\rotate.py                                       | Python           |         53 |          1 |         11 |         65 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\saveopts.py                                     | Python           |         13 |          1 |          9 |         23 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\sdist.py                                        | Python           |        127 |         29 |         34 |        190 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\setopt.py                                       | Python           |        114 |         13 |         22 |        149 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\test.py                                         | Python           |        196 |         34 |         45 |        275 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\upload.py                                       | Python           |         11 |          1 |          6 |         18 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\command\upload_docs.py                                  | Python           |        162 |         17 |         24 |        203 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\config.py                                               | Python           |        405 |        187 |        124 |        716 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\dep_util.py                                             | Python           |         12 |          9 |          5 |         26 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\depends.py                                              | Python           |         99 |         38 |         39 |        176 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\dist.py                                                 | Python           |        718 |        222 |        182 |      1,122 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\errors.py                                               | Python           |          2 |         11 |          4 |         17 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\extension.py                                            | Python           |         28 |         15 |         13 |         56 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\extern\__init__.py                                      | Python           |         46 |         15 |         13 |         74 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\glob.py                                                 | Python           |         94 |         43 |         31 |        168 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\installer.py                                            | Python           |         72 |         18 |          8 |         98 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\launch.py                                               | Python           |         19 |         10 |          8 |         37 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\lib2to3_ex.py                                           | Python           |         50 |          7 |         12 |         69 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\monkey.py                                               | Python           |         93 |         48 |         37 |        178 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\msvc.py                                                 | Python           |        803 |        809 |        194 |      1,806 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\namespaces.py                                           | Python           |         78 |         10 |         20 |        108 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\package_index.py                                        | Python           |        779 |        169 |        172 |      1,120 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\py34compat.py                                           | Python           |         10 |          0 |          4 |         14 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\sandbox.py                                              | Python           |        321 |         75 |        101 |        497 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\unicode_utils.py                                        | Python           |         28 |          5 |         10 |         43 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\version.py                                              | Python           |          5 |          0 |          2 |          7 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\wheel.py                                                | Python           |        171 |         20 |         23 |        214 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\setuptools\windows_support.py                                      | Python           |         16 |          7 |          7 |         30 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\__init__.py                                               | Python           |          5 |          0 |          2 |          7 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\_internal.py                                              | Python           |        212 |         30 |        100 |        342 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\_reloader.py                                              | Python           |        288 |         72 |         99 |        459 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\__init__.py                                | Python           |         34 |          0 |          1 |         35 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\accept.py                                  | Python           |        161 |        111 |         55 |        327 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\accept.pyi                                 | Python           |         47 |          0 |          8 |         55 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\auth.py                                    | Python           |        301 |        123 |         87 |        511 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\cache_control.py                           | Python           |         72 |         81 |         23 |        176 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\cache_control.pyi                          | Python           |        103 |          0 |          7 |        110 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\csp.py                                     | Python           |         57 |         23 |         15 |         95 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\csp.pyi                                    | Python           |        166 |          0 |          4 |        170 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\etag.py                                    | Python           |         59 |         15 |         22 |         96 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\etag.pyi                                   | Python           |         29 |          0 |          2 |         31 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\file_storage.py                            | Python           |        105 |         58 |         34 |        197 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\file_storage.pyi                           | Python           |         44 |          0 |          4 |         48 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\headers.py                                 | Python           |        286 |        209 |         72 |        567 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\headers.pyi                                | Python           |        104 |          0 |          6 |        110 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\mixins.py                                  | Python           |        140 |         32 |         71 |        243 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\mixins.pyi                                 | Python           |         87 |          0 |         11 |         98 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\range.py                                   | Python           |         99 |         49 |         33 |        181 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\range.pyi                                  | Python           |         53 |          0 |          5 |         58 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\structures.py                              | Python           |        499 |        356 |        152 |      1,007 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\datastructures\structures.pyi                             | Python           |        193 |          0 |         16 |        209 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\debug\__init__.py                                         | Python           |        357 |         98 |         80 |        535 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\debug\console.py                                          | Python           |        159 |          7 |         54 |        220 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\debug\repr.py                                             | Python           |        218 |         27 |         39 |        284 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\debug\shared\ICON_LICENSE.md                              | Markdown         |          4 |          0 |          3 |          7 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\debug\shared\debugger.js                                  | JavaScript       |        304 |         17 |         39 |        360 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\debug\shared\style.css                                    | CSS              |        130 |          1 |         20 |        151 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\debug\tbtools.py                                          | Python           |        269 |         97 |         72 |        438 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\exceptions.py                                             | Python           |        382 |        339 |        159 |        880 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\formparser.py                                             | Python           |        370 |        109 |         69 |        548 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\http.py                                                   | Python           |        755 |        579 |        203 |      1,537 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\local.py                                                  | Python           |        310 |        235 |         99 |        644 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\middleware\__init__.py                                    | Python           |          0 |          0 |          1 |          1 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\middleware\dispatcher.py                                  | Python           |         31 |         40 |         10 |         81 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\middleware\http_proxy.py                                  | Python           |        136 |         64 |         36 |        236 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\middleware\lint.py                                        | Python           |        310 |         39 |         72 |        421 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\middleware\profiler.py                                    | Python           |         70 |         57 |         15 |        142 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\middleware\proxy_fix.py                                   | Python           |         76 |         92 |         15 |        183 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\middleware\shared_data.py                                 | Python           |        164 |         73 |         46 |        283 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\routing\__init__.py                                       | Python           |         26 |        107 |          1 |        134 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\routing\converters.py                                     | Python           |        128 |         97 |         46 |        271 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\routing\exceptions.py                                     | Python           |        100 |         18 |         31 |        149 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\routing\map.py                                            | Python           |        492 |        399 |         87 |        978 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\routing\matcher.py                                        | Python           |        142 |         32 |         29 |        203 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\routing\rules.py                                          | Python           |        502 |        308 |        104 |        914 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\sansio\__init__.py                                        | Python           |          0 |          0 |          1 |          1 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\sansio\http.py                                            | Python           |        113 |         55 |         35 |        203 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\sansio\multipart.py                                       | Python           |        224 |         40 |         50 |        314 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\sansio\request.py                                         | Python           |        351 |        244 |         65 |        660 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\sansio\response.py                                        | Python           |        481 |        221 |         88 |        790 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\sansio\utils.py                                           | Python           |         79 |         52 |         29 |        160 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\security.py                                               | Python           |         94 |         53 |         26 |        173 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\serving.py                                                | Python           |        685 |        249 |        174 |      1,108 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\test.py                                                   | Python           |        891 |        455 |        199 |      1,545 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\testapp.py                                                | Python           |         73 |         90 |         19 |        182 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\urls.py                                                   | Python           |        782 |        408 |        188 |      1,378 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\user_agent.py                                             | Python           |         16 |         20 |         12 |         48 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\utils.py                                                  | Python           |        337 |        263 |         91 |        691 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\wrappers\__init__.py                                      | Python           |          3 |          0 |          1 |          4 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\wrappers\request.py                                       | Python           |        277 |        315 |         62 |        654 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\wrappers\response.py                                      | Python           |        358 |        392 |         86 |        836 |
| c:\Users\seanh\OneDrive\Aether\env\Lib\site-packages\werkzeug\wsgi.py                                                   | Python           |        433 |        309 |        106 |        848 |
| c:\Users\seanh\OneDrive\Aether\env\Scripts\Activate.ps1                                                                 | PowerShell       |        108 |        263 |         35 |        406 |
| c:\Users\seanh\OneDrive\Aether\env\Scripts\activate.bat                                                                 | Batch            |         25 |          0 |         10 |         35 |
| c:\Users\seanh\OneDrive\Aether\env\Scripts\deactivate.bat                                                               | Batch            |         16 |          0 |          7 |         23 |
| c:\Users\seanh\OneDrive\Aether\env\pyvenv.cfg                                                                           | Properties       |          3 |          0 |          1 |          4 |
| c:\Users\seanh\OneDrive\Aether\frontend\README.md                                                                       | Markdown         |         38 |          0 |         33 |         71 |
| c:\Users\seanh\OneDrive\Aether\frontend\package-lock.json                                                               | JSON             |     17,100 |          0 |          1 |     17,101 |
| c:\Users\seanh\OneDrive\Aether\frontend\package.json                                                                    | JSON             |         35 |          0 |          1 |         36 |
| c:\Users\seanh\OneDrive\Aether\frontend\public\index.html                                                               | HTML             |         20 |         23 |          1 |         44 |
| c:\Users\seanh\OneDrive\Aether\frontend\public\manifest.json                                                            | JSON             |         25 |          0 |          1 |         26 |
| c:\Users\seanh\OneDrive\Aether\frontend\src\App.js                                                                      | JavaScript       |          9 |          0 |          3 |         12 |
| c:\Users\seanh\OneDrive\Aether\frontend\src\components\friendRequestsList.js                                            | JavaScript       |         42 |          2 |          6 |         50 |
| c:\Users\seanh\OneDrive\Aether\frontend\src\components\messagesButton.js                                                | JavaScript       |         27 |          0 |          6 |         33 |
| c:\Users\seanh\OneDrive\Aether\frontend\src\components\sendFriendRequest.js                                             | JavaScript       |         27 |          1 |          7 |         35 |
| c:\Users\seanh\OneDrive\Aether\frontend\src\css\messages.css                                                            | CSS              |         29 |          0 |          4 |         33 |
| c:\Users\seanh\OneDrive\Aether\frontend\src\index.js                                                                    | JavaScript       |         24 |          3 |          4 |         31 |
| c:\Users\seanh\OneDrive\Aether\python\__init__.py                                                                       | Python           |          0 |          0 |          1 |          1 |
| c:\Users\seanh\OneDrive\Aether\python\chat.py                                                                           | Python           |         15 |          3 |          7 |         25 |
| c:\Users\seanh\OneDrive\Aether\python\comments.py                                                                       | Python           |         75 |          2 |         17 |         94 |
| c:\Users\seanh\OneDrive\Aether\python\models.py                                                                         | Python           |         53 |         10 |          8 |         71 |
| c:\Users\seanh\OneDrive\Aether\python\routes.py                                                                         | Python           |         94 |         16 |         34 |        144 |
| c:\Users\seanh\OneDrive\Aether\python\user.py                                                                           | Python           |        122 |          3 |         29 |        154 |
| c:\Users\seanh\OneDrive\Aether\python\utils.py                                                                          | Python           |        123 |          4 |         36 |        163 |
| c:\Users\seanh\OneDrive\Aether\static\css\base.css                                                                      | CSS              |        162 |          0 |         43 |        205 |
| c:\Users\seanh\OneDrive\Aether\static\css\index.css                                                                     | CSS              |        127 |          0 |         22 |        149 |
| c:\Users\seanh\OneDrive\Aether\static\css\logins.css                                                                    | CSS              |         48 |          0 |          1 |         49 |
| c:\Users\seanh\OneDrive\Aether\static\css\profile.css                                                                   | CSS              |         42 |          0 |          6 |         48 |
| c:\Users\seanh\OneDrive\Aether\static\js\comments.js                                                                    | JavaScript       |        155 |         19 |         26 |        200 |
| c:\Users\seanh\OneDrive\Aether\static\js\reactions.js                                                                   | JavaScript       |         12 |          0 |          1 |         13 |
| c:\Users\seanh\OneDrive\Aether\static\js\scroll.js                                                                      | JavaScript       |         27 |          1 |          4 |         32 |
| c:\Users\seanh\OneDrive\Aether\static\js\upload.js                                                                      | JavaScript       |         29 |          0 |          4 |         33 |
| c:\Users\seanh\OneDrive\Aether\static\react_app\asset-manifest.json                                                     | JSON             |         13 |          0 |          0 |         13 |
| c:\Users\seanh\OneDrive\Aether\static\react_app\index.html                                                              | HTML             |          1 |          0 |          0 |          1 |
| c:\Users\seanh\OneDrive\Aether\static\react_app\manifest.json                                                           | JSON             |         25 |          0 |          1 |         26 |
| c:\Users\seanh\OneDrive\Aether\static\react_app\static\css\main.e19be900.css                                            | CSS              |          1 |          1 |          0 |          2 |
| c:\Users\seanh\OneDrive\Aether\static\react_app\static\js\main.4e5f6d61.js                                              | JavaScript       |          1 |          2 |          0 |          3 |
| c:\Users\seanh\OneDrive\Aether\templates\base.html                                                                      | HTML             |         60 |          0 |          0 |         60 |
| c:\Users\seanh\OneDrive\Aether\templates\content_macro.html                                                             | HTML             |         45 |          6 |          3 |         54 |
| c:\Users\seanh\OneDrive\Aether\templates\feeds\following.html                                                           | HTML             |          5 |          1 |          3 |          9 |
| c:\Users\seanh\OneDrive\Aether\templates\feeds\personal.html                                                            | HTML             |          5 |          1 |          3 |          9 |
| c:\Users\seanh\OneDrive\Aether\templates\feeds\recommended.html                                                         | HTML             |         11 |          0 |          2 |         13 |
| c:\Users\seanh\OneDrive\Aether\templates\home.html                                                                      | HTML             |          5 |          1 |          1 |          7 |
| c:\Users\seanh\OneDrive\Aether\templates\index.html                                                                     | HTML             |          8 |          0 |          4 |         12 |
| c:\Users\seanh\OneDrive\Aether\templates\profiles\personal_profile.html                                                 | HTML             |         22 |          0 |          0 |         22 |
| c:\Users\seanh\OneDrive\Aether\templates\profiles\profile_index.html                                                    | HTML             |         49 |          8 |          3 |         60 |
| c:\Users\seanh\OneDrive\Aether\templates\profiles\public_profile.html                                                   | HTML             |         12 |          0 |          3 |         15 |
| c:\Users\seanh\OneDrive\Aether\templates\site_entrance\login.html                                                       | HTML             |         20 |          0 |          0 |         20 |
| c:\Users\seanh\OneDrive\Aether\templates\site_entrance\register.html                                                    | HTML             |         20 |          0 |          0 |         20 |
| c:\Users\seanh\OneDrive\Aether\unneeded\connection.py                                                                   | Python           |         16 |          5 |          8 |         29 |
| c:\Users\seanh\OneDrive\Aether\unneeded\contentTransfer.py                                                              | Python           |         43 |         14 |         10 |         67 |
| c:\Users\seanh\OneDrive\Aether\unneeded\directsearch.js                                                                 | JavaScript       |         15 |          1 |          2 |         18 |
| c:\Users\seanh\OneDrive\Aether\unneeded\main.js                                                                         | JavaScript       |         49 |          5 |         12 |         66 |
| c:\Users\seanh\OneDrive\Aether\unneeded\messagesApp.js                                                                  | JavaScript       |         10 |          0 |          1 |         11 |
| c:\Users\seanh\OneDrive\Aether\unneeded\oldPython.py                                                                    | Python           |         27 |          1 |          7 |         35 |
| c:\Users\seanh\OneDrive\Aether\unneeded\old\CSS.css                                                                     | CSS              |         58 |          0 |          9 |         67 |
| c:\Users\seanh\OneDrive\Aether\unneeded\old\CSS2.css                                                                    | CSS              |         21 |          0 |          3 |         24 |
